STRUCTURE,STRUCTURE_ID,freq,duration,age,quant_inc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,CY,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,CZ,2019,16.7,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,DE,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,DK,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,EE,2019,9.3,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,EL,2019,19.0,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,ES,2019,18.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,EU27_2020,2019,19.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,FI,2019,40.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,FR,2019,24.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,HR,2019,19.6,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,HU,2019,21.8,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,IS,2019,22.0,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,IT,2019,22.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,LV,2019,26.9,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,NL,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,NO,2019,35.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,PL,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,PT,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,RO,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,RS,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,SE,2019,50.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,SI,2019,26.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,SK,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,QU5,PC,TR,2019,3.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,AT,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,BE,2019,16.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,BG,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,CY,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,CZ,2019,25.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,DE,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,DK,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,EE,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,EL,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,ES,2019,15.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,EU27_2020,2019,15.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,FI,2019,28.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,FR,2019,20.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,HR,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,HU,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,IE,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,IS,2019,16.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,IT,2019,18.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,LT,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,LU,2019,18.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,LV,2019,20.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,MT,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,NL,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,NO,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,PL,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,PT,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,RO,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,RS,2019,11.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,SE,2019,38.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,SI,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,SK,2019,18.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y65-74,TOTAL,PC,TR,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,AT,2019,14.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,BE,2019,12.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,BG,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,CY,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,CZ,2019,21.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,DE,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,DK,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,EE,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,EL,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,ES,2019,7.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,EU27_2020,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,FI,2019,22.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,FR,2019,10.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,HR,2019,4.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,HU,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,IE,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,IS,2019,21.0,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,IT,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,LT,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,LU,2019,19.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,LV,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,MT,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,NL,2019,6.8,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,NO,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,PL,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,PT,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,RO,2019,2.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,RS,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,SE,2019,19.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,SI,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,SK,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU1,PC,TR,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,AT,2019,15.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,BE,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,BG,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,CY,2019,11.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,CZ,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,DE,2019,9.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,DK,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,EE,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,EL,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,ES,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,EU27_2020,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,FI,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,FR,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,HR,2019,7.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,HU,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,IE,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,IS,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,IT,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,LT,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,LU,2019,7.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,LV,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,MT,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,NL,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,NO,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,PL,2019,10.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,PT,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,RO,2019,4.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,RS,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,SE,2019,17.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,SI,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,SK,2019,15.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU2,PC,TR,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,AT,2019,20.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,BE,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,BG,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,CY,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,CZ,2019,24.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,DE,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,DK,2019,9.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,EE,2019,4.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,EL,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,ES,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,EU27_2020,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,FI,2019,24.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,FR,2019,13.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,HR,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,HU,2019,7.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,IE,2019,3.0,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,IS,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,IT,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,LT,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,LU,2019,25.0,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,LV,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,MT,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,NL,2019,2.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,NO,2019,18.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,PL,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,PT,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,RO,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,RS,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,SE,2019,30.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,SI,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,SK,2019,15.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU3,PC,TR,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,AT,2019,10.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,BE,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,BG,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,CY,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,CZ,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,DE,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,DK,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,EE,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,EL,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,ES,2019,13.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,EU27_2020,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,FI,2019,25.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,FR,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,HR,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,HU,2019,15.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,IE,2019,9.8,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,IS,2019,17.4,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,IT,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,LT,2019,6.1,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,LU,2019,29.5,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,LV,2019,17.6,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,MT,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,NL,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,NO,2019,15.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,PL,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,PT,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,RO,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,RS,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,SE,2019,37.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,SI,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,SK,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU4,PC,TR,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,AT,2019,20.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,BE,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,BG,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,CY,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,CZ,2019,17.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,DE,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,DK,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,EE,2019,8.0,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,EL,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,ES,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,EU27_2020,2019,14.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,FI,2019,36.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,FR,2019,18.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,HR,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,HU,2019,16.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,IS,2019,19.3,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,IT,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,LV,2019,16.5,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,NL,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,NO,2019,31.6,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,PL,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,PT,2019,17.4,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,RO,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,RS,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,SE,2019,42.3,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,SI,2019,17.1,
dataflow,ESTAT:HLTH_EHIS_PA8I(1.0),A,Y1-2,Y_GE65,QU5,PC,SK,2019,14.5,
