STRUCTURE,STRUCTURE_ID,freq,sex,age,accident,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,ED5_6,TR,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,BE,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,BG,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,CY,2008,2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,CZ,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,EL,2008,4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,ES,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,HU,2008,7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,LV,2008,8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,MT,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,PL,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,RO,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,SI,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,SK,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,HOM_SCH,TOTAL,TR,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,BE,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,CY,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,CZ,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,EL,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,ES,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,HU,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,LV,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,MT,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,PL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,SI,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,SK,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED0-2,TR,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,BE,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,BG,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,CY,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,CZ,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,EL,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,ES,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,HU,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,LV,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,MT,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,PL,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,SI,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,SK,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED3_4,TR,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,BE,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,BG,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,CY,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,CZ,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,EL,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,ES,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,HU,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,LV,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,MT,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,PL,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,RO,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,SI,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,SK,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,ED5_6,TR,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,BE,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,BG,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,CY,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,CZ,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,EL,2008,4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,ES,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,HU,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,LV,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,MT,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,PL,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,RO,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,SI,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,SK,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,TOTAL,RD_TRF,TOTAL,TR,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,BE,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,BG,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,CY,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,CZ,2008,23.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,EL,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,ES,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,HU,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,LV,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,PL,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,RO,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,SI,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,SK,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED0-2,TR,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,BE,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,BG,2008,2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,CY,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,CZ,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,EL,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,ES,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,HU,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,LV,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,MT,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,PL,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,RO,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,SI,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,SK,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED3_4,TR,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,BE,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,CY,2008,6.7,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,ES,2008,10,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,LV,2008,13.6,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,MT,2008,16.7,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,PL,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,RO,2008,3.8,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,SK,2008,3.8,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,ED5_6,TR,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,BE,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,BG,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,CY,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,CZ,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,EL,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,ES,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,HU,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,LV,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,MT,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,PL,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,RO,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,SI,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,SK,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,HOM_SCH,TOTAL,TR,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,BE,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,BG,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,CY,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,CZ,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,EL,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,ES,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,HU,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,LV,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,PL,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,RO,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,SI,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,SK,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED0-2,TR,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,BE,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,BG,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,CY,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,CZ,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,EL,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,ES,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,HU,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,LV,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,MT,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,PL,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,RO,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,SI,2008,14.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,SK,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED3_4,TR,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED5_6,BE,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED5_6,ES,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED5_6,LV,2008,2.6,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED5_6,MT,2008,11.9,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED5_6,PL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED5_6,SK,2008,2.9,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,ED5_6,TR,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,BE,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,BG,2008,1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,CY,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,CZ,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,EL,2008,6.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,ES,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,HU,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,LV,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,MT,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,PL,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,RO,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,SI,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,SK,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y15-24,RD_TRF,TOTAL,TR,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,BE,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,BG,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,CY,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,EL,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,ES,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,HU,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,LV,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,PL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,RO,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED0-2,TR,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,BE,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,BG,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,CY,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,CZ,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,EL,2008,8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,ES,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,HU,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,LV,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,MT,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,PL,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,RO,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,SI,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,SK,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED3_4,TR,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,BE,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,BG,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,CY,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,CZ,2008,12.3,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,EL,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,ES,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,HU,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,LV,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,MT,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,PL,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,RO,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,SI,2008,14.8,u
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,SK,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,ED5_6,TR,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,BE,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,BG,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,CY,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,CZ,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,EL,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,ES,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,HU,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,LV,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,MT,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,PL,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,RO,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_ST2(1.0),A,M,Y25-34,HOM_SCH,TOTAL,SI,2008,9.5,
